age,bio,job,school,anthem_title,anthem_artist,gender,descriptor_text,interest_text,total_photos,desition,longitud,latitud,hash_key,descriptor,interest,city_hashed
21.0,belgian blood|,['NotSpecified'],,#YawaDey,Burna Boy,Woman,|Non-smoker|Capricorn|Dog,|Instagram|Travel|Shopping|Working out|Picnicking,11,2,-3.684574,40.415211,-6.177510402772489e+18,"['Non-smoker', 'Capricorn', 'Dog']","['Instagram', 'Travel', 'Shopping', 'Working out', 'Picnicking']",0734d3d74dd7587d5620ffe0845b9e410f9c7c4f5e52fad88749e348f075d3b8
24.0,:cactus: I read your bio before your photos because your brain is what catches my eye. I probably want to take pictures of you :woman_tipping_hand_light_skin_tone: :camera_with_flash: :nerd_face:,['NotSpecified'],,Chin Chin,Zetazen,NotSpecified,,,15,2,-3.684574,40.415211,-6.178705701371975e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
24.0,confidence is very sexy :relieved_face:|if you don't want to talk; please don't match with me.|singer :red_heart::microphone:|I speak :Cape_Verde:/:United_States:/:Spain:/:Brazil:?/:France:??||+:hundred_points: points if you make me laugh or improve my French||cm // ’”||listen to my song,['NotSpecified'],Boston University,love me better,riah,NotSpecified,|Better in person,|Grab a drink|Travel|Language Exchange|Music,12,2,-3.684574,40.415211,4.1108573362926566e+17,['Better in person'],"['Grab a drink', 'Travel', 'Language Exchange', 'Music']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
23.0,passionate about humans; (despite everything) a big fan of green plants; anime and art in general:potted_plant::fox: |more joinable on instagram: ||i also tattoo (amateur!): ||come say hello :clinking_glasses:||- not interested in sex for sex thanks goodbye - for the curious :heart_on_fire:,['NotSpecified'],,,,NotSpecified,|Scorpio|Better in person|Cat|Grand Est,|Gardening|Art|Netflix|Shopping|Movies,13,2,-3.684574,40.415211,-2.637556595832148e+18,"['Scorpio', 'Better in person', 'Cat', 'Grand Est']","['Gardening', 'Art', 'Netflix', 'Shopping', 'Movies']",0da3b08240e117e4a2badf07a447d4d5c57611aad885089a152701b9bf333e68
20.0,,['NotSpecified'],,Dead Man Walking,Brent Faiyaz,Woman,|Sagittarius|All the drinks|Dog|In College|Smoker when drinking,|Nature|Art|Road Trips|Camping|Travel,15,2,-3.684574,40.415211,8.481263130845875e+18,"['Sagittarius', 'All the drinks', 'Dog', 'In College', 'Smoker when drinking']","['Nature', 'Art', 'Road Trips', 'Camping', 'Travel']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
23.0,I love reading; candy; going out; sleeping; going to the gym to clear my mind; taking care of my parents; traveling and more things that I can't remember right now :victory_hand_medium-light_skin_tone::victory_hand_medium-light_skin_tone:|I hate wasting people's time and when they waste my time because it bothers me; so please... don't bother asking if I'm a boy or a girl thank you :white_heart:,['NotSpecified'],IES Mateo Aleman,Tutto Bene,NANO.,NotSpecified,|Capricorn|B time texter|Socially active|Occasionally|Non-smoker|All the drinks|Pet-free,|Tattoos|Fashion|Grab a drink|Dancing|Working out,12,2,-3.684574,40.415211,-8.914378349511853e+18,"['Capricorn', 'B time texter', 'Socially active', 'Occasionally', 'Non-smoker', 'All the drinks', 'Pet-free']","['Tattoos', 'Fashion', 'Grab a drink', 'Dancing', 'Working out']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
18.0,,['NotSpecified'],,,,NotSpecified,,|Travel|Movies|Fashion|Music,2,2,-3.684574,40.415211,-5.352096260912845e+18,[],"['Travel', 'Movies', 'Fashion', 'Music']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,:Canada:,['NotSpecified'],,,,Woman,,|Travel|Coffee|Music|Shopping|Working out,8,2,-3.684574,40.415211,-2.4560457516438994e+18,[],"['Travel', 'Coffee', 'Music', 'Shopping', 'Working out']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,no habla español :woman_tipping_hand_medium-light_skin_tone:,['NotSpecified'],,,,NotSpecified,|Leo|Better in person|Cocktails,|Baking|Fashion|Grab a drink|Music|Netflix,12,2,-3.684574,40.415211,-2.347721995252627e+18,"['Leo', 'Better in person', 'Cocktails']","['Baking', 'Fashion', 'Grab a drink', 'Music', 'Netflix']",ea4cb56dd5e38e98b46ac2581b0c6bb973a47e7a3714c08939260ca4cd7ccb5d
20.0,:heart_on_fire::heart_on_fire::heart_on_fire:,['NotSpecified'],Universidad Pontificia Comillas,Sexy Bitch (feat. Akon),David Guetta; Akon,NotSpecified,|Better in person|Non-smoker|All the drinks|Gym rat|In College,|Foodie|Fashion|Working out|Politics|Travel,8,2,-3.684574,40.415211,2.4273563986990986e+18,"['Better in person', 'Non-smoker', 'All the drinks', 'Gym rat', 'In College']","['Foodie', 'Fashion', 'Working out', 'Politics', 'Travel']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
33.0,meet someone fun!!,['NotSpecified'],,,,NotSpecified,,,5,2,-3.684574,40.415211,-2.352733138531224e+18,[],[],4f35e3208bf5bb03f97d8f3119219fcbb88ed18d288ed16c819397c508bb24bd
23.0,":Sweden: :right_arrow: :Spain: ||:camera_with_flash::cat::evergreen_tree::airplane::woman_dancing::movie_camera::popcorn::sunflower::desert_island::mountain::musical_notes:||five quick facts: |:sun: cm tall|:sun: the camera at its best|:sun: if it were reasonable, I would want to travel constantly! almost anyway :beaming_face_with_smiling_eyes:|:sun: ""finding nemo"" is the best movie to quote|:sun: old classics always go home on road trips",['NotSpecified'],,I'm Still Standing,Elton John,NotSpecified,|Pisces,|Photography|Movies|Travel|Music|Outdoors,13,2,-3.684574,40.415211,-6.191953487090257e+18,['Pisces'],"['Photography', 'Movies', 'Travel', 'Music', 'Outdoors']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,:bubbles:,['NotSpecified'],Universidad Pontificia Comillas,Me Rehúso,Danny Ocean,NotSpecified,|Non-smoker|Gemini|B time texter|Socially active|Beer|Gym rat|In College,|Music|Netflix|Grab a drink|Working out,8,2,-3.684574,40.415211,-4.706780601506645e+18,"['Non-smoker', 'Gemini', 'B time texter', 'Socially active', 'Beer', 'Gym rat', 'In College']","['Music', 'Netflix', 'Grab a drink', 'Working out']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
22.0,I'm that kind of girl who still hopes to find something real... I'm not looking for a one night stand :face_with_rolling_eyes:,['NotSpecified'],,13/18,DELLAFUENTE,NotSpecified,|Non-smoker|Scorpio|Dog,|Nature|Dog lover|Art|Music,8,2,-3.684574,40.415211,3.867063166959437e+18,"['Non-smoker', 'Scorpio', 'Dog']","['Nature', 'Dog lover', 'Art', 'Music']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
20.0,"We are two housewives, Marta (years old) and Elena (years old), who live in Talavera de la Reina and are looking for a couple of companions to go out with and have a good time.",['NotSpecified'],,JOVEN PARA SIEMPRE,Funzo & Baby Loud,Woman,|Aries|B time texter|Socially active|Occasionally|All the drinks|Dog|In College|Social smoker,|Museum|Photography|Art|Netflix|Music,1,2,-3.684574,40.415211,-4.3374123773779753e+18,"['Aries', 'B time texter', 'Socially active', 'Occasionally', 'All the drinks', 'Dog', 'In College', 'Social smoker']","['Museum', 'Photography', 'Art', 'Netflix', 'Music']",d6e69250cc1b883fa275e688ec07803ffe92ff210d31a66a7872cf2e83fcf79b
26.0,visiting elrow madrid. just searching for a :face_with_tears_of_joy::electric_plug:,['NotSpecified'],,,,Woman,,|Travel|Working out|Shopping|Gamer|Foodie,11,2,-3.684574,40.415211,-8.397812991853928e+18,[],"['Travel', 'Working out', 'Shopping', 'Gamer', 'Foodie']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
19.0,let's be friends or maybe more ||wanna come to thailand ?,['NotSpecified'],,Hrs & Hrs,Muni Long,Woman,|Aquarius|B|Non-smoker|Dog|In Grad School,|Dog lover|Netflix|Korean Dramas|Shopping|Foodie,11,2,-3.684574,40.415211,4.740984448930648e+18,"['Aquarius', 'B', 'Non-smoker', 'Dog', 'In Grad School']","['Dog lover', 'Netflix', 'Korean Dramas', 'Shopping', 'Foodie']",d2a75cce28f420413dcdecc678f564dc43876c98803ddf05c37bb0ee4f3cebf3
27.0,i’m gong from bkk;thailand.| years.,['BL at Logistics'],sdu,Dandelions,Ruth B.,NotSpecified,|Aquarius|O|Non-smoker|Pet-free|Bachelors,|90s Kid|Foodie|Cafe Hopping|Street Food|Making friends,14,2,-3.684574,40.415211,-6.072438531745757e+18,"['Aquarius', 'O', 'Non-smoker', 'Pet-free', 'Bachelors']","['90s Kid', 'Foodie', 'Cafe Hopping', 'Street Food', 'Making friends']",7b72a7f8fa94108e9f7cfa82f651ee8bb5b8c8805f7a0be9429d3e85f81be502
20.0,eren jaeger|| :(,['NotSpecified'],,We Are,ONE OK ROCK,NotSpecified,,|Museum|Music|Gamer|Art|Fashion,15,2,-3.684574,40.415211,8.196124109817867e+18,[],"['Museum', 'Music', 'Gamer', 'Art', 'Fashion']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,I have no excuse; I'm a gossip.,['NotSpecified'],Universidad Rey Juan Carlos,,,NotSpecified,,|Art|Road Trips|Writer|Exhibition|Karaoke,2,2,-3.684574,40.415211,2.0596540549366644e+16,[],"['Art', 'Road Trips', 'Writer', 'Exhibition', 'Karaoke']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,:Venezuela:/:Spain:|I just arrived in Madrid; I'm looking to meet people,['NotSpecified'],,Siente El Boom,Tito El Bambino; Randy,NotSpecified,|Pisces|B time texter|Occasionally|Non-smoker|Beer|Pescatarian|Dog|Influencer status|In College,|Dog lover|World Traveler|Instagram|Party Animal|Photography,5,2,-3.684574,40.415211,-6.268381608207164e+18,"['Pisces', 'B time texter', 'Occasionally', 'Non-smoker', 'Beer', 'Pescatarian', 'Dog', 'Influencer status', 'In College']","['Dog lover', 'World Traveler', 'Instagram', 'Party Animal', 'Photography']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,Peruvian in Madrid :zany_face:,['NotSpecified'],,,,NotSpecified,,|Music|Tattoos|Reading|Soccer|Dog lover,14,2,-3.684574,40.415211,-3.41731969887679e+18,[],"['Music', 'Tattoos', 'Reading', 'Soccer', 'Dog lover']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
27.0,no hablo epañol :frowning_face: pero ¿puedes ayudarme a aprender?||one time i almost died playing chubby bunny; so carpe diem and all that shit. (it was  by the way; i won with  heckin marshmallows) |freak in the street lady in the sheets||i don’t like the outdoors; please don’t have a stroke; i’ll cuddle you after you hike or whatever,['NotSpecified'],Metropolitan State University of Denver,,,NotSpecified,,|Black Lives Matter|Netflix|Festivals|Voter Rhts|Disney,13,2,-3.684574,40.415211,-7.505457391490694e+18,[],"['Black Lives Matter', 'Netflix', 'Festivals', 'Voter Rhts', 'Disney']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,in madrid for a few days; where’s good to go?,['NotSpecified'],NU,,,Woman,|Pisces|Better in person|Non-smoker|Cocktails|Gym rat|Bachelors,|Working out|Travel|Art,5,2,-3.684574,40.415211,8.816095146843762e+18,"['Pisces', 'Better in person', 'Non-smoker', 'Cocktails', 'Gym rat', 'Bachelors']","['Working out', 'Travel', 'Art']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
33.0,just a drunk witch :scorpion: |,['NotSpecified'],,,,NotSpecified,|Scorpio|B time texter,,15,2,-3.684574,40.415211,4.729132959089231e+18,"['Scorpio', 'B time texter']",[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,all paulas are divine i give it to you||,['NotSpecified'],,Options,Hippie Sabotage,NotSpecified,|Taurus|Better in person|Socially active|Beer|Flexitarian|Pet-free|Never|Social smoker,|Tea|Reading|Movies|Politics|Extrovert,14,2,-3.684574,40.415211,3.387190548027452e+17,"['Taurus', 'Better in person', 'Socially active', 'Beer', 'Flexitarian', 'Pet-free', 'Never', 'Social smoker']","['Tea', 'Reading', 'Movies', 'Politics', 'Extrovert']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
21.0,|:bow_and_arrow::bouquet::orange_heart::sun::artist_palette:|,['Realización de audiovisuales'],,Me Encanta(s),Hens; Walls,NotSpecified,|Gemini|Dog,,14,2,-3.684574,40.415211,-3.7628362345986975e+18,"['Gemini', 'Dog']",[],500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
19.0,no :alien:,['NotSpecified'],,,,NotSpecified,,,1,2,-3.684574,40.415211,7.510242102038413e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
23.0,A sunset and an MC; I don't ask for more,['NotSpecified'],,CANDY,ROSALÍA,Woman,|Dog,|Tattoos|Grab a drink|Art|Fashion|Exhibition,8,2,-3.684574,40.415211,-6.994311023003905e+18,['Dog'],"['Tattoos', 'Grab a drink', 'Art', 'Fashion', 'Exhibition']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
20.0,:round_pushpin:san fernando de henares; madrid||only good people with good and cool vibes:smiling_face_with_hearts::orange_heart:|meeting people is my :sparkles:passion:sparkles:|if you don't know what series to watch; ask me and I'll send you my list.|if you're a marvel fan; let me tell you that you have exquisite taste:sign_of_the_horns_light_skin_tone:|:Taurus:||early childhood education student||,['NotSpecified'],,Best Friends,The Weeknd,NotSpecified,|Socially active|Taurus|Pet-free,|Tattoos|Fashion|Movies|Music|Disney,15,2,-3.684574,40.415211,3.395205314176135e+18,"['Socially active', 'Taurus', 'Pet-free']","['Tattoos', 'Fashion', 'Movies', 'Music', 'Disney']",e3b860a109fdea8c466625988593af80a69b098676c90c61385610da4b8cc97e
20.0,fashion design:love_letter:|I like cute people |and with dark humor,['NotSpecified'],escuela superior de diseño madrid,,,NotSpecified,|Non-smoker|Sagittarius|Dog|B time texter|Sober|Omnivore|Socially active|Occasionally|In College,|Art|Music|Grab a drink|Fashion|Cat lover,12,2,-3.684574,40.415211,-2.71874772015917e+18,"['Non-smoker', 'Sagittarius', 'Dog', 'B time texter', 'Sober', 'Omnivore', 'Socially active', 'Occasionally', 'In College']","['Art', 'Music', 'Grab a drink', 'Fashion', 'Cat lover']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
24.0,chill|just meeting people and making cool plans |,['NotSpecified'],,,,NotSpecified,|Taurus|B time texter|Sober|Socially active|Non-smoker|Vegan|All the pets|Gym rat|Bachelors,|Movies|Sports|Art|Dancing|Netflix,8,2,-3.684574,40.415211,-2.948364426467965e+18,"['Taurus', 'B time texter', 'Sober', 'Socially active', 'Non-smoker', 'Vegan', 'All the pets', 'Gym rat', 'Bachelors']","['Movies', 'Sports', 'Art', 'Dancing', 'Netflix']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
19.0,I think there is someone out there made for me; I also think I'm a fool; but oh well; I'm doing fairly well (: | they always ask me where I'm from and I don't know what to say; the last photo is my DNA hahaha; but I'm from Asturias at heart: blue_heart:: yellow_heart:: blue_heart: | I want to have something pretty :face_with_head-bandage:,['NotSpecified'],,,,NotSpecified,|Gemini|B time texter|Omnivore|Socially active|Occasionally|Non-smoker|Beer|Dog|In College,|Tattoos|Reading|Exhibition|Dog lover,11,2,-3.684574,40.415211,-8.949191607146333e+18,"['Gemini', 'B time texter', 'Omnivore', 'Socially active', 'Occasionally', 'Non-smoker', 'Beer', 'Dog', 'In College']","['Tattoos', 'Reading', 'Exhibition', 'Dog lover']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
25.0,some things about me:||. I like the sea more than the mountains|. I like terraces and beers|. I love making people laugh until they cry||If you want to know more about my question; I would love to chat :smiling_face_with_smiling_eyes:||:face_savoring_food::woman_scientist::footprints::compass::globe_showing_Europe-Africa::musical_notes::camping::sunflower::desert::popcorn::clinking_beer_mugs::desert_island::compass::musical_note:,['NotSpecified'],,Yate,C. Tangana,NotSpecified,|Aries|Better in person|Socially active|Omnivore|All the pets,|Nature|Grab a drink|Tattoos|Dancing|Travel,15,2,-3.684574,40.415211,4.561681322937056e+18,"['Aries', 'Better in person', 'Socially active', 'Omnivore', 'All the pets']","['Nature', 'Grab a drink', 'Tattoos', 'Dancing', 'Travel']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
25.0,:heart_suit:,['Estudiante'],University of Santiago de Compostela Universidad de Santiago de Compostela,I Fall Apart,Post Malone,NotSpecified,|Scorpio|B time texter|Omnivore|Occasionally|Non-smoker|Pet-free|Influencer status,|Travel|Photography|Netflix|Language Exchange|Instagram,15,2,-3.684574,40.415211,4.417937158000032e+18,"['Scorpio', 'B time texter', 'Omnivore', 'Occasionally', 'Non-smoker', 'Pet-free', 'Influencer status']","['Travel', 'Photography', 'Netflix', 'Language Exchange', 'Instagram']",9065ffeafdfd43b6a36304ed561dd7914211b0b063bc9c7c3cc7e020e74ae3b7
22.0,argentina en madrid :woman_fairy_light_skin_tone:,['NotSpecified'],,,,NotSpecified,,|Travel|Wine|Grab a drink|Music,12,2,-3.684574,40.415211,-1.8580488639218048e+18,[],"['Travel', 'Wine', 'Grab a drink', 'Music']",4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
20.0,italian girl :pizza::spaghetti: looking for a spanish guy to learn the language better,['NotSpecified'],,,,NotSpecified,|Gemini|Bad texter|All the drinks|Smoker when drinking,|Foodie|Travel|Walking|Party Animal,11,2,-3.684574,40.415211,-6.26811665994381e+18,"['Gemini', 'Bad texter', 'All the drinks', 'Smoker when drinking']","['Foodie', 'Travel', 'Walking', 'Party Animal']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
33.0,|:airplane::flexed_biceps::person_lifting_weights::beer_mug::black_cat::books::television:|.,['SCCM'],Universidad Complutense de Madrid,,,NotSpecified,|Cancer|Better in person|Omnivore|Socially active|Beer|Pet-free|Gym rat|Smoker|Bachelors,|Foodie Tour|Working out|Tattoos|Travel|Reading,15,2,-3.684574,40.415211,-4.572749842861555e+18,"['Cancer', 'Better in person', 'Omnivore', 'Socially active', 'Beer', 'Pet-free', 'Gym rat', 'Smoker', 'Bachelors']","['Foodie Tour', 'Working out', 'Tattoos', 'Travel', 'Reading']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
22.0,:Sagittarius::woman_lifting_weights_medium-light_skin_tone::clinking_beer_mugs::sushi::desert_island::syringe:,['NotSpecified'],,Yonaguni,Bad Bunny,NotSpecified,|Sagittarius|Better in person|Socially active|Occasionally|All the drinks|Carnivore|Dog|Social smoker,|World Traveler|Grab a drink|Netflix|Instagram|Festivals,14,2,-3.684574,40.415211,3.643872998833614e+18,"['Sagittarius', 'Better in person', 'Socially active', 'Occasionally', 'All the drinks', 'Carnivore', 'Dog', 'Social smoker']","['World Traveler', 'Grab a drink', 'Netflix', 'Instagram', 'Festivals']",a323d4077d5373f12f5c591363b0c142f4a22d83bcc0baccf5b77e0546abc1a0
21.0,"I like humor, movies and books. I study literature and train as much as I can.",['NotSpecified'],Complutense University of Madrid Universidad Complutense de Madrid,,,NotSpecified,|Virgo|Bad texter|Occasionally|Beer|Pet-free|In College,|Reading|Escape Cafe|Coffee|Grab a drink|Movies,12,2,-3.684574,40.415211,2.2256158015383311e+18,"['Virgo', 'Bad texter', 'Occasionally', 'Beer', 'Pet-free', 'In College']","['Reading', 'Escape Cafe', 'Coffee', 'Grab a drink', 'Movies']",500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
20.0,in desperate need of a spanish teacher,['NotSpecified'],New Desn University,,,NotSpecified,,,10,2,-3.684574,40.415211,7.606352736418551e+18,[],[],4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945
22.0,"*|frustrated painter trying to end the patriarchy.||I'm just here to make new friends :victory_hand_medium_skin_tone:||fascists, chauvinists, bullfighters and homophobes should abstain; because we're not going to get anywhere. ||art, music and cinema. :artist_palette::sunflower:",['NotSpecified'],URJC,Afraid,The Nehbourhood,NotSpecified,|Sagittarius|Better in person|Beer|Smoker,,12,2,-3.684574,40.415211,-6.034172301110318e+18,"['Sagittarius', 'Better in person', 'Beer', 'Smoker']",[],500a2b51765bf57441a2a5ba95621dcccc92722c51d321cef2d28c0084181b2f
